Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish,Has_Garage,Garage_Type_Encoded
1401,2008,20,RL,82.0,20270,Pave,245000,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,4,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,140,Gd,GLQ,599.0,Unf,0.0,925.0,1524.0,GasA,TA,Gd,1979.0,1524,0,0,1524,1.0,0.0,2,0,3,1,TA,7,Typ,Attchd,Fin,1,1
1402,2008,20,RL,73.0,39104,Pave,241500,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,4,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,81,Gd,LwQ,226.0,GLQ,1063.0,96.0,1385.0,GasA,Ex,TA,1954.0,1363,0,0,1363,1.0,0.0,1,0,2,1,TA,5,Mod,Attchd,Unf,1,1
1403,2008,20,RL,,53227,Pave,256000,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,3,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,137,CBlock,Gd,224,Gd,BLQ,1116.0,Unf,0.0,248.0,1364.0,GasA,Ex,Gd,1954.0,1663,0,0,1663,1.0,0.0,1,0,2,1,Gd,6,Min1,Attchd,Fin,1,1
1404,2008,80,RL,124.0,11512,Pave,177000,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,5,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,0,CBlock,TA,0,Av,ALQ,719.0,Unf,0.0,300.0,1019.0,GasA,Gd,Gd,1959.0,1357,0,0,1357,1.0,0.0,1,0,2,1,Ex,5,Typ,Basment,RFn,1,2
1405,2008,50,RL,50.0,5190,Pave,125600,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,,0.0,TA,0,CBlock,TA,135,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,TA,Gd,1948.0,617,462,0,1079,0.0,0.0,1,0,2,1,TA,5,Typ,Attchd,Unf,1,1
1406,2008,20,RL,85.0,10452,Pave,155000,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,6,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,0,CBlock,TA,0,Mn,Rec,500.0,Unf,0.0,594.0,1094.0,GasA,Ex,Gd,1953.0,1094,0,0,1094,0.0,0.0,1,0,3,1,TA,5,Typ,Attchd,RFn,1,1
1407,2008,50,RL,75.0,45600,Pave,240000,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,9,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,40,BrkTil,TA,486,No,Unf,0.0,Unf,0.0,907.0,907.0,GasA,TA,Gd,1908.0,1307,1051,0,2358,0.0,0.0,3,0,5,1,TA,10,Typ,Detchd,Unf,1,5
1408,2008,30,RL,85.0,19550,Pave,260000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,PreCast,PreCast,,0.0,TA,39,PConc,TA,0,Gd,ALQ,1035.0,Unf,0.0,545.0,1580.0,GasA,Ex,Gd,,1518,0,0,1518,1.0,0.0,1,0,2,1,Fa,5,Typ,NoGarage,,0,6
1409,2008,50,RL,66.0,21780,Pave,185000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,36,BrkTil,Gd,72,Mn,Unf,0.0,Unf,0.0,1163.0,1163.0,GasA,Ex,Gd,1955.0,1163,511,0,1674,0.0,0.0,2,0,4,1,TA,8,Typ,Detchd,Fin,1,5
1410,2008,70,RL,120.0,13728,Pave,235000,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,7,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,,0.0,TA,0,CBlock,TA,0,No,Rec,626.0,Unf,0.0,501.0,1127.0,GasA,Ex,TA,1935.0,1236,872,0,2108,0.0,0.0,2,0,4,1,Gd,7,Typ,Basment,Unf,1,2
1411,2008,20,RL,68.0,9571,Pave,159900,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,0,CBlock,TA,158,Av,Rec,870.0,Unf,0.0,639.0,1509.0,GasA,TA,TA,1956.0,1509,0,0,1509,1.0,0.0,1,0,3,1,Gd,6,Typ,Attchd,Unf,1,1
1412,2008,90,RL,50.0,9350,Pave,99600,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,4,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,PConc,Gd,0,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,,,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,Typ,NoGarage,,0,6
1413,2008,60,RL,50.0,9360,Pave,134500,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,11,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,236,CBlock,TA,0,No,Rec,324.0,Unf,0.0,297.0,621.0,GasA,TA,,1962.0,621,648,0,1269,0.0,0.0,1,1,3,1,TA,7,Typ,Detchd,Unf,1,5
1414,2008,50,RL,50.0,8405,Pave,119000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,4,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,130,BrkTil,TA,0,No,Rec,241.0,BLQ,391.0,229.0,861.0,GasA,Ex,,1978.0,961,406,0,1367,1.0,0.0,1,0,4,1,TA,7,Typ,Detchd,Unf,1,5
1415,2008,190,RL,70.0,7000,Pave,107500,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,0,CBlock,Gd,85,Gd,GLQ,969.0,Unf,0.0,148.0,1117.0,GasA,TA,,,820,527,0,1347,1.0,0.0,1,0,3,1,TA,5,Typ,NoGarage,,0,6
1416,2008,190,RL,68.0,10880,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,8,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,48,CBlock,TA,0,No,ALQ,1040.0,Unf,0.0,124.0,1164.0,GasW,TA,,1950.0,1164,0,0,1164,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1417,2008,50,RL,60.0,9600,Pave,79000,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,4,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,8,BrkTil,TA,0,No,Unf,0.0,Unf,0.0,572.0,572.0,Grav,Fa,,,572,524,0,1096,0.0,0.0,1,0,2,1,TA,5,Typ,NoGarage,,0,6
1418,2008,50,RL,60.0,9084,Pave,95000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,3,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,TA,48,Mn,LwQ,236.0,Rec,380.0,0.0,616.0,GasA,TA,,1941.0,616,495,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1419,2008,60,RL,86.0,11839,Pave,262280,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,121,PConc,Gd,192,No,GLQ,1085.0,Unf,0.0,390.0,1475.0,GasA,Ex,Ex,1990.0,1532,797,0,2329,1.0,0.0,2,1,4,1,Gd,10,Typ,Attchd,Unf,1,1
1420,2008,60,RL,,9771,Pave,260000,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,6,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,32,PConc,Gd,48,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,Ex,TA,1995.0,1093,1721,0,2814,0.0,1.0,2,1,4,1,Gd,9,Typ,BuiltIn,Fin,1,3
1421,2008,20,RL,80.0,9938,Pave,226500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,40,PConc,Gd,424,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,TA,1994.0,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
1422,2008,60,RL,,14171,Pave,225000,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,12,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,98,PConc,Gd,168,No,GLQ,355.0,Unf,0.0,457.0,812.0,GasA,Ex,TA,1993.0,1101,1099,0,2200,0.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,RFn,1,1
1423,2008,80,RL,85.0,10541,Pave,229000,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,2,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,33,PConc,Gd,100,Av,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,TA,1996.0,1302,735,0,2037,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,Fin,1,1
1424,2008,60,RL,65.0,10616,Pave,177439,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,3,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,24,PConc,Gd,100,No,Unf,0.0,Unf,0.0,628.0,628.0,GasA,Ex,Gd,2007.0,628,728,0,1356,0.0,0.0,2,1,3,1,Gd,6,Typ,BuiltIn,Fin,1,3
1425,2008,20,RL,65.0,9345,Pave,248500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156.0,Gd,30,PConc,Gd,168,Av,Unf,0.0,Unf,0.0,1615.0,1615.0,GasA,Ex,Gd,2007.0,1615,0,0,1615,0.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
1426,2008,20,RL,91.0,11778,Pave,475000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,0,PConc,Gd,0,Gd,GLQ,2085.0,Unf,0.0,186.0,2271.0,GasA,Ex,Gd,2008.0,2276,0,0,2276,1.0,0.0,2,0,3,1,Ex,7,Typ,Attchd,RFn,1,1
1427,2008,20,RL,91.0,11778,Pave,395039,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,12,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402.0,Ex,36,PConc,Ex,216,Av,GLQ,1153.0,Unf,0.0,598.0,1751.0,GasA,Ex,Gd,2008.0,1766,0,0,1766,1.0,0.0,2,1,3,1,Ex,8,Typ,Attchd,Fin,1,1
1428,2008,60,RL,59.0,11228,Pave,228000,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,12,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,187,PConc,Gd,196,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,TA,1993.0,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,Attchd,Unf,1,1
1429,2008,80,RL,,11454,Pave,225000,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,2,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,42,PConc,Gd,168,Gd,GLQ,770.0,Unf,0.0,631.0,1401.0,GasA,Ex,Fa,1995.0,1511,0,0,1511,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,Fin,1,1
1430,2008,20,RL,,11500,Pave,195000,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,3,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,0,CBlock,Gd,339,Gd,LwQ,262.0,ALQ,723.0,197.0,1182.0,GasA,Ex,Gd,1966.0,1643,0,0,1643,1.0,0.0,2,0,2,1,TA,6,Typ,Attchd,Unf,1,1
1431,2008,60,RL,79.0,12798,Pave,200000,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,5,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,114,PConc,Gd,403,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,,1997.0,616,1072,0,1688,1.0,0.0,2,1,4,1,Gd,8,Typ,Attchd,RFn,1,1
1432,2008,20,RL,65.0,9750,Pave,155000,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,8,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,PConc,Gd,168,No,GLQ,722.0,Unf,0.0,268.0,990.0,GasA,Ex,,1997.0,990,0,0,990,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1433,2008,20,RL,75.0,9525,Pave,144000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,PConc,Gd,278,No,Unf,0.0,Unf,0.0,1099.0,1099.0,GasA,Ex,,1999.0,1099,0,0,1099,0.0,0.0,1,1,3,1,Gd,6,Typ,Attchd,Unf,1,1
1434,2008,20,RL,57.0,9245,Pave,145000,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,2,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,0,PConc,Gd,0,No,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,Ex,,1996.0,990,0,0,990,0.0,1.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1435,2008,20,RL,,8696,Pave,226001,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,TA,110,PConc,Gd,208,Gd,GLQ,1308.0,Unf,0.0,110.0,1418.0,GasA,Ex,TA,1997.0,1418,0,0,1418,1.0,0.0,2,0,3,1,Gd,5,Typ,Attchd,RFn,1,1
1436,2008,60,RL,,13142,Pave,215700,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,7,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128.0,TA,96,PConc,Gd,0,No,GLQ,688.0,Unf,0.0,176.0,864.0,GasA,Ex,,1997.0,872,899,0,1771,1.0,0.0,2,1,3,1,Gd,6,Typ,Attchd,RFn,1,1
1437,2008,60,RL,68.0,8998,Pave,207500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,70,PConc,Gd,0,Mn,GLQ,527.0,Unf,0.0,255.0,782.0,GasA,Ex,,2000.0,782,870,0,1652,0.0,0.0,2,1,3,1,Gd,6,Typ,Attchd,RFn,1,1
1438,2008,60,RL,68.0,9179,Pave,193000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,88,PConc,Gd,0,No,GLQ,633.0,Unf,0.0,240.0,873.0,GasA,Ex,,1999.0,882,908,0,1790,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
1439,2008,60,RL,57.0,8924,Pave,188000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,155,PConc,Gd,120,Av,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Ex,,1998.0,880,844,0,1724,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,Fin,1,1
1440,2008,20,RL,93.0,9382,Pave,191000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,25,PConc,Gd,120,No,Unf,0.0,Unf,0.0,1468.0,1468.0,GasA,Ex,,1999.0,1479,0,0,1479,0.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
1441,2008,20,RL,88.0,12803,Pave,221000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,36,PConc,Gd,192,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,Ex,TA,2002.0,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
1442,2008,60,RL,80.0,12435,Pave,231500,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,96,PConc,Gd,0,No,GLQ,361.0,Unf,0.0,602.0,963.0,GasA,Ex,TA,2001.0,963,829,0,1792,0.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
1443,2008,60,RL,75.0,12192,Pave,235000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,36,PConc,Gd,192,No,GLQ,663.0,Unf,0.0,265.0,928.0,GasA,Ex,,2000.0,928,895,0,1823,1.0,0.0,2,1,3,1,Gd,6,Typ,Attchd,RFn,1,1
1444,2008,60,RL,68.0,11250,Pave,223500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162.0,Gd,42,PConc,Gd,0,Mn,GLQ,486.0,Unf,0.0,434.0,920.0,GasA,Ex,TA,2001.0,920,866,0,1786,1.0,0.0,2,1,3,1,Gd,6,Typ,Attchd,RFn,1,1
1445,2008,20,RL,,9200,Pave,130250,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,0,CBlock,Gd,145,Av,LwQ,280.0,BLQ,491.0,167.0,938.0,GasA,TA,,1977.0,938,0,0,938,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1446,2008,80,RL,65.0,8385,Pave,149900,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,11,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,Gd,0,CBlock,Gd,210,Av,GLQ,595.0,Unf,0.0,390.0,985.0,GasA,TA,,1977.0,985,0,0,985,0.0,0.0,2,0,3,1,TA,6,Typ,Attchd,Unf,1,1
1447,2008,20,RL,,12250,Pave,158000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180.0,TA,0,CBlock,Gd,211,Mn,ALQ,781.0,Unf,0.0,83.0,864.0,GasA,Ex,,1978.0,1174,0,0,1174,1.0,0.0,1,0,3,1,TA,5,Typ,Attchd,Unf,1,1
1448,2008,80,RL,,10970,Pave,147000,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,10,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,TA,0,CBlock,Gd,0,Gd,GLQ,505.0,LwQ,435.0,0.0,940.0,GasA,TA,,1981.0,1026,0,0,1026,1.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1449,2008,20,RL,,9216,Pave,143195,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,0,CBlock,TA,0,Av,ALQ,294.0,Unf,0.0,782.0,1076.0,GasA,TA,Fa,1985.0,1076,0,0,1076,0.0,0.0,1,1,3,1,TA,5,Typ,Detchd,Unf,1,5
1450,2008,20,RL,40.0,14330,Pave,163000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,8,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,,0.0,TA,0,CBlock,TA,140,No,Rec,88.0,ALQ,596.0,180.0,864.0,GasA,TA,,1975.0,1558,0,0,1558,1.0,0.0,2,0,2,1,TA,5,Min2,Attchd,Fin,1,1
1451,2008,20,RL,88.0,7990,Pave,110000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,4,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,Gd,0,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,TA,,1981.0,924,0,0,924,0.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1452,2008,20,RL,60.0,7180,Pave,127000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,0,Av,ALQ,390.0,Unf,0.0,474.0,864.0,GasA,TA,,1989.0,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,Detchd,Unf,1,5
1453,2008,20,RL,60.0,7200,Pave,124900,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,1,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,0,CBlock,TA,196,Av,ALQ,632.0,Unf,0.0,148.0,780.0,GasA,Ex,,1973.0,780,0,0,780,0.0,0.0,1,0,2,1,TA,4,Typ,Detchd,Unf,1,5
1454,2008,20,RL,75.0,9742,Pave,230000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,159,PConc,Gd,171,No,Unf,0.0,Unf,0.0,1777.0,1777.0,GasA,Ex,Gd,2002.0,1795,0,0,1795,0.0,0.0,2,0,3,1,Gd,7,Typ,Attchd,RFn,1,1
1455,2008,60,RL,75.0,9473,Pave,237000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,3,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,211,PConc,Gd,0,No,GLQ,804.0,Unf,0.0,324.0,1128.0,GasA,Ex,Gd,2002.0,1128,903,0,2031,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
1456,2008,60,RL,,10316,Pave,235000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,184,PConc,Gd,0,No,GLQ,735.0,Unf,0.0,257.0,992.0,GasA,Ex,TA,2000.0,992,873,0,1865,1.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,RFn,1,1
1457,2008,60,RL,,10400,Pave,230500,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,Gd,84,PConc,Gd,0,No,Unf,0.0,Unf,0.0,1257.0,1257.0,GasA,Ex,TA,2001.0,1290,871,0,2161,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,RFn,1,1
1458,2008,60,RL,73.0,9066,Pave,230000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,12,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,106,PConc,Gd,224,Mn,GLQ,668.0,Unf,0.0,336.0,1004.0,GasA,Ex,TA,1999.0,1004,848,0,1852,0.0,0.0,2,1,3,1,Gd,7,Typ,Attchd,Fin,1,1
1459,2008,60,RL,75.0,11404,Pave,222500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,7,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,Gd,84,PConc,Gd,192,Av,ALQ,252.0,Unf,0.0,901.0,1153.0,GasA,Ex,TA,1998.0,1153,878,0,2031,0.0,0.0,2,1,3,1,Gd,8,Typ,Attchd,Fin,1,1
1460,2008,60,RL,,9240,Pave,287000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,2Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,396.0,Gd,45,PConc,Gd,0,No,Unf,0.0,Unf,0.0,1055.0,1055.0,GasA,Ex,TA,2001.0,1055,1208,0,2263,0.0,0.0,2,1,3,1,Gd,7,Typ,BuiltIn,Fin,1,3
1461,2008,60,RL,,9720,Pave,274000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,116,PConc,Gd,168,Mn,GLQ,1194.0,Unf,0.0,163.0,1357.0,GasA,Ex,TA,2001.0,1366,581,0,1947,1.0,0.0,2,1,3,1,Gd,7,Typ,BuiltIn,Fin,1,3
1462,2008,20,RL,,14860,Pave,300000,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,6,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,35,PConc,Ex,182,Gd,GLQ,1538.0,Unf,0.0,240.0,1778.0,GasA,Ex,Gd,2002.0,1786,0,0,1786,1.0,0.0,2,0,3,1,Gd,6,Typ,Attchd,RFn,1,1
1463,2008,60,RL,,11250,Pave,255900,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,5,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,0,PConc,Gd,0,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,Ex,Gd,2002.0,1149,1141,0,2290,0.0,0.0,2,1,4,1,Gd,9,Typ,Attchd,Unf,1,1
