Order,Yr Sold,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,SalePrice,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Mo Sold,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Open Porch SF,Foundation,Bsmt Qual,Wood Deck SF,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Fireplace Qu,Garage Yr Blt,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Garage Type,Garage Finish
1391,2008,20,RL,88,14175,Pave,185000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,6,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0,TA,89,CBlock,TA,102,Gd,GLQ,776,Unf,0,212,988,GasA,TA,TA,1956,1188,0,0,1188,1,0,1,0,1,1,TA,4,Typ,Attchd,Unf
1392,2008,20,RL,,13284,Pave,165000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,6,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0,TA,116,PConc,Gd,511,Mn,BLQ,1064,Unf,0,319,1383,GasA,TA,Gd,1954,1383,0,0,1383,1,0,1,0,3,1,TA,6,Typ,Attchd,Unf
1393,2008,20,RL,,13500,Pave,235000,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,3,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0,TA,0,CBlock,Gd,409,Gd,BLQ,429,ALQ,1080,93,1602,GasA,Gd,Gd,1960,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,Attchd,RFn
1394,2008,80,RL,85,13825,Pave,140000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,12,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0,TA,34,CBlock,TA,280,No,Unf,0,Unf,0,533,533,GasA,TA,NA,1958,1021,580,0,1601,0,1,1,0,3,1,TA,6,Min2,BuiltIn,RFn
1395,2008,30,RL,60,10200,Pave,108000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,8,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,PConc,TA,168,No,Unf,0,Unf,0,672,672,GasA,Ex,NA,1940,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,Detchd,Unf
1396,2008,190,RL,,10532,Pave,145000,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,12,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275,TA,84,CBlock,TA,50,Mn,Rec,988,Unf,0,0,988,GasA,Gd,TA,1960,1721,0,0,1721,1,0,2,0,3,1,TA,7,Mod,Basment,Unf
1397,2008,50,RL,63,8375,Pave,152400,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,6,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,BrkTil,TA,0,No,ALQ,336,Unf,0,240,576,GasA,Gd,NA,1973,864,486,0,1350,1,0,1,1,2,1,Gd,6,Min1,2Types,Unf
1398,2008,80,RL,,10200,Pave,144000,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,6,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0,TA,0,PConc,Gd,143,Av,ALQ,704,Unf,0,160,864,GasA,Ex,NA,1979,904,0,0,904,0,0,1,0,3,1,Gd,5,Typ,2Types,Unf
1399,2008,120,RL,,2887,Pave,173000,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,11,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,PConc,Gd,307,Mn,GLQ,1003,Unf,0,288,1291,GasA,Ex,Gd,1996,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,Attchd,Unf
1400,2008,60,RL,83,10005,Pave,192000,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,3,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299,TA,117,CBlock,Gd,288,No,BLQ,392,Unf,0,768,1160,GasA,Ex,TA,1977,1156,866,0,2022,0,0,2,1,4,1,TA,8,Typ,Attchd,Fin
1401,2008,20,RL,82,20270,Pave,245000,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,4,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,TA,0,CBlock,Gd,140,Gd,GLQ,599,Unf,0,925,1524,GasA,TA,Gd,1979,1524,0,0,1524,1,0,2,0,3,1,TA,7,Typ,Attchd,Fin
1402,2008,20,RL,73,39104,Pave,241500,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,4,1Fam,1Story,7,7,1954,2005,Flat,Membran,Plywood,Plywood,None,0,TA,0,CBlock,Gd,81,Gd,LwQ,226,GLQ,1063,96,1385,GasA,Ex,TA,1954,1363,0,0,1363,1,0,1,0,2,1,TA,5,Mod,Attchd,Unf
1403,2008,20,RL,,53227,Pave,256000,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,3,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,137,CBlock,Gd,224,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Gd,1954,1663,0,0,1663,1,0,1,0,2,1,Gd,6,Min1,Attchd,Fin
1404,2008,80,RL,124,11512,Pave,177000,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,5,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,TA,0,CBlock,TA,0,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Gd,1959,1357,0,0,1357,1,0,1,0,2,1,Ex,5,Typ,Basment,RFn
1405,2008,50,RL,50,5190,Pave,125600,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0,TA,0,CBlock,TA,135,No,Unf,0,Unf,0,570,570,GasA,TA,Gd,1948,617,462,0,1079,0,0,1,0,2,1,TA,5,Typ,Attchd,Unf
1406,2008,20,RL,85,10452,Pave,155000,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,6,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216,TA,0,CBlock,TA,0,Mn,Rec,500,Unf,0,594,1094,GasA,Ex,Gd,1953,1094,0,0,1094,0,0,1,0,3,1,TA,5,Typ,Attchd,RFn
1407,2008,50,RL,75,45600,Pave,240000,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,9,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,40,BrkTil,TA,486,No,Unf,0,Unf,0,907,907,GasA,TA,Gd,1908,1307,1051,0,2358,0,0,3,0,5,1,TA,10,Typ,Detchd,Unf
1408,2008,30,RL,85,19550,Pave,260000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,PreCast,PreCast,None,0,TA,39,PConc,TA,0,Gd,ALQ,1035,Unf,0,545,1580,GasA,Ex,Gd,,1518,0,0,1518,1,0,1,0,2,1,Fa,5,Typ,NA,NA
1409,2008,50,RL,66,21780,Pave,185000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,36,BrkTil,Gd,72,Mn,Unf,0,Unf,0,1163,1163,GasA,Ex,Gd,1955,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,Detchd,Fin
1410,2008,70,RL,120,13728,Pave,235000,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,7,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0,TA,0,CBlock,TA,0,No,Rec,626,Unf,0,501,1127,GasA,Ex,TA,1935,1236,872,0,2108,0,0,2,0,4,1,Gd,7,Typ,Basment,Unf
1411,2008,20,RL,68,9571,Pave,159900,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,7,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,0,CBlock,TA,158,Av,Rec,870,Unf,0,639,1509,GasA,TA,TA,1956,1509,0,0,1509,1,0,1,0,3,1,Gd,6,Typ,Attchd,Unf
1412,2008,90,RL,50,9350,Pave,99600,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,4,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,PConc,Gd,0,Av,GLQ,864,Unf,0,0,864,GasA,Fa,NA,,864,0,0,864,1,0,1,0,2,1,TA,4,Typ,NA,NA
1413,2008,60,RL,50,9360,Pave,134500,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,11,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216,Gd,236,CBlock,TA,0,No,Rec,324,Unf,0,297,621,GasA,TA,NA,1962,621,648,0,1269,0,0,1,1,3,1,TA,7,Typ,Detchd,Unf
1414,2008,50,RL,50,8405,Pave,119000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,4,1Fam,1.5Fin,5,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,130,BrkTil,TA,0,No,Rec,241,BLQ,391,229,861,GasA,Ex,NA,1978,961,406,0,1367,1,0,1,0,4,1,TA,7,Typ,Detchd,Unf
1415,2008,190,RL,70,7000,Pave,107500,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0,TA,0,CBlock,Gd,85,Gd,GLQ,969,Unf,0,148,1117,GasA,TA,NA,,820,527,0,1347,1,0,1,0,3,1,TA,5,Typ,NA,NA
1416,2008,190,RL,68,10880,Pave,125000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,8,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,48,CBlock,TA,0,No,ALQ,1040,Unf,0,124,1164,GasW,TA,NA,1950,1164,0,0,1164,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1417,2008,50,RL,60,9600,Pave,79000,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,4,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,8,BrkTil,TA,0,No,Unf,0,Unf,0,572,572,Grav,Fa,NA,,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,NA,NA
1418,2008,50,RL,60,9084,Pave,95000,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,3,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,TA,48,Mn,LwQ,236,Rec,380,0,616,GasA,TA,NA,1941,616,495,0,1111,0,1,1,0,3,1,TA,5,Typ,Detchd,Unf
1419,2008,60,RL,86,11839,Pave,262280,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,5,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99,TA,121,PConc,Gd,192,No,GLQ,1085,Unf,0,390,1475,GasA,Ex,Ex,1990,1532,797,0,2329,1,0,2,1,4,1,Gd,10,Typ,Attchd,Unf
1420,2008,60,RL,,9771,Pave,260000,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,6,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190,Gd,32,PConc,Gd,48,No,LwQ,779,Unf,0,298,1077,GasA,Ex,TA,1995,1093,1721,0,2814,0,1,2,1,4,1,Gd,9,Typ,BuiltIn,Fin
1421,2008,20,RL,80,9938,Pave,226500,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,4,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251,Gd,40,PConc,Gd,424,No,GLQ,1271,Unf,0,331,1602,GasA,Ex,TA,1994,1626,0,0,1626,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
1422,2008,60,RL,,14171,Pave,225000,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,12,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,98,PConc,Gd,168,No,GLQ,355,Unf,0,457,812,GasA,Ex,TA,1993,1101,1099,0,2200,0,0,2,1,4,1,Gd,9,Typ,Attchd,RFn
1423,2008,80,RL,85,10541,Pave,229000,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,2,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,33,PConc,Gd,100,Av,Unf,0,Unf,0,672,672,GasA,Ex,TA,1996,1302,735,0,2037,0,0,2,1,3,1,Gd,8,Typ,Attchd,Fin
1424,2008,60,RL,65,10616,Pave,177439,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,3,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,24,PConc,Gd,100,No,Unf,0,Unf,0,628,628,GasA,Ex,Gd,2007,628,728,0,1356,0,0,2,1,3,1,Gd,6,Typ,BuiltIn,Fin
1425,2008,20,RL,65,9345,Pave,248500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,156,Gd,30,PConc,Gd,168,Av,Unf,0,Unf,0,1615,1615,GasA,Ex,Gd,2007,1615,0,0,1615,0,0,2,0,3,1,Gd,7,Typ,Attchd,RFn
1426,2008,20,RL,91,11778,Pave,475000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554,Gd,0,PConc,Gd,0,Gd,GLQ,2085,Unf,0,186,2271,GasA,Ex,Gd,2008,2276,0,0,2276,1,0,2,0,3,1,Ex,7,Typ,Attchd,RFn
1427,2008,20,RL,91,11778,Pave,395039,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,PosN,12,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,Ex,36,PConc,Ex,216,Av,GLQ,1153,Unf,0,598,1751,GasA,Ex,Gd,2008,1766,0,0,1766,1,0,2,1,3,1,Ex,8,Typ,Attchd,Fin
1428,2008,60,RL,59,11228,Pave,228000,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,12,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,187,PConc,Gd,196,No,BLQ,50,GLQ,531,499,1080,GasA,Ex,TA,1993,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,Typ,Attchd,Unf
1429,2008,80,RL,,11454,Pave,225000,IR2,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,2,1Fam,SLvl,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,302,Gd,42,PConc,Gd,168,Gd,GLQ,770,Unf,0,631,1401,GasA,Ex,Fa,1995,1511,0,0,1511,1,0,2,0,3,1,Gd,6,Typ,Attchd,Fin
1430,2008,20,RL,,11500,Pave,195000,IR1,Bnk,AllPub,CulDSac,Gtl,ClearCr,Norm,3,1Fam,1Story,6,6,1966,1966,Flat,Tar&Grv,Plywood,Plywood,None,0,TA,0,CBlock,Gd,339,Gd,LwQ,262,ALQ,723,197,1182,GasA,Ex,Gd,1966,1643,0,0,1643,1,0,2,0,2,1,TA,6,Typ,Attchd,Unf
1431,2008,60,RL,79,12798,Pave,200000,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,5,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0,TA,114,PConc,Gd,403,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,NA,1997,616,1072,0,1688,1,0,2,1,4,1,Gd,8,Typ,Attchd,RFn
1432,2008,20,RL,65,9750,Pave,155000,Reg,Low,AllPub,Inside,Mod,CollgCr,Norm,8,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,PConc,Gd,168,No,GLQ,722,Unf,0,268,990,GasA,Ex,NA,1997,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1433,2008,20,RL,75,9525,Pave,144000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,PConc,Gd,278,No,Unf,0,Unf,0,1099,1099,GasA,Ex,NA,1999,1099,0,0,1099,0,0,1,1,3,1,Gd,6,Typ,Attchd,Unf
1434,2008,20,RL,57,9245,Pave,145000,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,2,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,TA,0,PConc,Gd,0,No,GLQ,686,Unf,0,304,990,GasA,Ex,NA,1996,990,0,0,990,0,1,1,0,3,1,TA,5,Typ,Detchd,Unf
1435,2008,20,RL,,8696,Pave,226001,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,TA,110,PConc,Gd,208,Gd,GLQ,1308,Unf,0,110,1418,GasA,Ex,TA,1997,1418,0,0,1418,1,0,2,0,3,1,Gd,5,Typ,Attchd,RFn
1436,2008,60,RL,,13142,Pave,215700,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,7,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,128,TA,96,PConc,Gd,0,No,GLQ,688,Unf,0,176,864,GasA,Ex,NA,1997,872,899,0,1771,1,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
1437,2008,60,RL,68,8998,Pave,207500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Gd,70,PConc,Gd,0,Mn,GLQ,527,Unf,0,255,782,GasA,Ex,NA,2000,782,870,0,1652,0,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
1438,2008,60,RL,68,9179,Pave,193000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158,Gd,88,PConc,Gd,0,No,GLQ,633,Unf,0,240,873,GasA,Ex,NA,1999,882,908,0,1790,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
1439,2008,60,RL,57,8924,Pave,188000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,155,PConc,Gd,120,Av,Unf,0,Unf,0,880,880,GasA,Ex,NA,1998,880,844,0,1724,0,0,2,1,3,1,Gd,8,Typ,Attchd,Fin
1440,2008,20,RL,93,9382,Pave,191000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,1Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,25,PConc,Gd,120,No,Unf,0,Unf,0,1468,1468,GasA,Ex,NA,1999,1479,0,0,1479,0,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
1441,2008,20,RL,88,12803,Pave,221000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Gd,36,PConc,Gd,192,Mn,GLQ,922,Unf,0,572,1494,GasA,Ex,TA,2002,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,Attchd,RFn
1442,2008,60,RL,80,12435,Pave,231500,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,172,Gd,96,PConc,Gd,0,No,GLQ,361,Unf,0,602,963,GasA,Ex,TA,2001,963,829,0,1792,0,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
1443,2008,60,RL,75,12192,Pave,235000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,2Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,36,PConc,Gd,192,No,GLQ,663,Unf,0,265,928,GasA,Ex,NA,2000,928,895,0,1823,1,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
1444,2008,60,RL,68,11250,Pave,223500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,2Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,162,Gd,42,PConc,Gd,0,Mn,GLQ,486,Unf,0,434,920,GasA,Ex,TA,2001,920,866,0,1786,1,0,2,1,3,1,Gd,6,Typ,Attchd,RFn
1445,2008,20,RL,,9200,Pave,130250,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,7,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0,TA,0,CBlock,Gd,145,Av,LwQ,280,BLQ,491,167,938,GasA,TA,NA,1977,938,0,0,938,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1446,2008,80,RL,65,8385,Pave,149900,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,11,1Fam,SLvl,5,8,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,Gd,0,CBlock,Gd,210,Av,GLQ,595,Unf,0,390,985,GasA,TA,NA,1977,985,0,0,985,0,0,2,0,3,1,TA,6,Typ,Attchd,Unf
1447,2008,20,RL,,12250,Pave,158000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,180,TA,0,CBlock,Gd,211,Mn,ALQ,781,Unf,0,83,864,GasA,Ex,NA,1978,1174,0,0,1174,1,0,1,0,3,1,TA,5,Typ,Attchd,Unf
1448,2008,80,RL,,10970,Pave,147000,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,10,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0,TA,0,CBlock,Gd,0,Gd,GLQ,505,LwQ,435,0,940,GasA,TA,NA,1981,1026,0,0,1026,1,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1449,2008,20,RL,,9216,Pave,143195,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176,TA,0,CBlock,TA,0,Av,ALQ,294,Unf,0,782,1076,GasA,TA,Fa,1985,1076,0,0,1076,0,0,1,1,3,1,TA,5,Typ,Detchd,Unf
1450,2008,20,RL,40,14330,Pave,163000,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,8,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0,TA,0,CBlock,TA,140,No,Rec,88,ALQ,596,180,864,GasA,TA,NA,1975,1558,0,0,1558,1,0,2,0,2,1,TA,5,Min2,Attchd,Fin
1451,2008,20,RL,88,7990,Pave,110000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,4,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,Gd,0,No,Unf,0,Unf,0,924,924,GasA,TA,NA,1981,924,0,0,924,0,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1452,2008,20,RL,60,7180,Pave,127000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,5,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,0,Av,ALQ,390,Unf,0,474,864,GasA,TA,NA,1989,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,Detchd,Unf
1453,2008,20,RL,60,7200,Pave,124900,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,1,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0,TA,0,CBlock,TA,196,Av,ALQ,632,Unf,0,148,780,GasA,Ex,NA,1973,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,Detchd,Unf
1454,2008,20,RL,75,9742,Pave,230000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,9,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281,Gd,159,PConc,Gd,171,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Gd,2002,1795,0,0,1795,0,0,2,0,3,1,Gd,7,Typ,Attchd,RFn
1455,2008,60,RL,75,9473,Pave,237000,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,3,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,,Gd,211,PConc,Gd,0,No,GLQ,804,Unf,0,324,1128,GasA,Ex,Gd,2002,1128,903,0,2031,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
1456,2008,60,RL,,10316,Pave,235000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,184,PConc,Gd,0,No,GLQ,735,Unf,0,257,992,GasA,Ex,TA,2000,992,873,0,1865,1,0,2,1,3,1,Gd,7,Typ,Attchd,RFn
1457,2008,60,RL,,10400,Pave,230500,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,6,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227,Gd,84,PConc,Gd,0,No,Unf,0,Unf,0,1257,1257,GasA,Ex,TA,2001,1290,871,0,2161,0,0,2,1,3,1,Gd,8,Typ,Attchd,RFn
1458,2008,60,RL,73,9066,Pave,230000,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,12,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,106,PConc,Gd,224,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,TA,1999,1004,848,0,1852,0,0,2,1,3,1,Gd,7,Typ,Attchd,Fin
1459,2008,60,RL,75,11404,Pave,222500,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,7,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,202,Gd,84,PConc,Gd,192,Av,ALQ,252,Unf,0,901,1153,GasA,Ex,TA,1998,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,Attchd,Fin
